AccountId,WinsAgainst,LossAgainst
107803745,1,0
107861091,1,0
41132156,0,1
120198458,1,0
33299,0,1
49914092,0,1
35737654,1,0
121599270,0,1
117884191,1,0
65466876,0,2
125138286,0,1
129013167,1,0
108127322,0,1
10785418,1,0
56488303,0,1
86886175,0,1
77538983,1,0
93140919,1,0
52240675,0,1
950832,0,1
57913677,0,1
33857595,1,0
12243710,1,0
160327,0,1
140814882,1,0
51462486,0,1
15000232,1,0
86837091,1,0
5825046,0,1
98174869,0,1
135854679,0,1
113575050,1,0
113923226,0,1
108852269,1,0
117007531,0,1
56721717,0,1
36446328,1,0
64262531,1,0
134474324,0,1
44114169,0,1
93132756,1,0
41263150,0,1
90642236,1,0
85444427,0,1
74012213,1,0
116815019,1,0
26375119,1,0
60916161,1,0
97396655,1,0
97064868,1,0
52724043,1,0
59961827,1,1
80959140,1,0
97810349,0,1
127596006,1,1
99399569,0,1
262789,0,1
98817889,1,0
99194731,0,1
123287003,0,1
169199766,1,0
101569678,0,1
111948843,1,0
22344668,0,1
133547388,0,1
112354361,1,0
113497167,1,0
26280704,1,0
20325284,0,1
142969367,1,0
98838390,1,0
102442127,0,1
122860997,0,1
22152139,1,0
74786540,0,1
97568587,0,1
115643513,0,1
108893411,0,1
50635172,0,1
93165357,1,0
92935979,1,0
94074681,0,1
47304819,0,1
86767497,1,0
114287723,1,0
67634862,0,1
92084180,1,0
60227901,1,0
113738856,1,0
98969417,0,1
19207060,1,0
27886363,1,0
111784989,1,0
55521786,1,0
89393121,0,1
84252594,0,1
116290649,0,1
88647666,0,1
12210689,1,0
61739285,1,0
122508787,1,0
120727027,0,1
102610136,0,1
103302381,0,1
97085199,0,1
106378384,0,1
42528832,0,1
92219317,0,1
86841312,0,1
35025112,1,0
170928383,0,1
89573248,0,1
126223710,0,1
68130515,1,0
19100668,0,1
41111699,0,1
123094454,0,1
86808520,1,0
20009940,0,1
114205736,1,0
141113998,1,0
525028,0,1
87906256,0,1
152312826,0,1
93525884,0,1
73635472,0,1
98604819,1,0
101479672,0,1
86562781,0,1
209653,0,1
100206351,1,0
134589181,1,0
104195278,1,0
41697415,0,1
70768439,1,0
23609964,0,1
114480598,1,0
40079718,0,1
85775894,1,0
86726177,0,1
100087549,1,0
100546286,0,1
2249521,1,0
20275750,0,1
1495810,1,1
75552660,1,0
66334944,0,1
83625961,1,0
79464361,1,0
53882926,0,1
62914777,1,0
28680876,0,1
51855373,1,0
164166376,0,1
64663803,1,0
37970274,0,1
177088932,0,1
52187190,0,1
6837059,0,1
86853123,1,0
84428344,1,0
14312427,0,1
32350933,0,1
62439555,0,1
124048472,0,1
25776821,0,1
81504229,0,1
35762462,1,0
141650739,0,1
79489023,0,1
82212770,0,1
139135758,0,1
87029354,1,0
3154810,0,1
55423000,1,0
39989556,1,0
20730475,0,1
85583427,1,0
98412167,1,0
37310818,1,1
123331589,1,0
111511034,0,1
178842059,0,1
14271420,1,0
55341097,1,0
50160027,1,0
116426135,1,0
44401090,1,0
51544186,1,0
105821479,0,1
120722521,1,0
92456690,1,0
73234221,0,1
115008938,1,0
83572616,1,0
115643799,0,1
90195483,1,0
118629486,1,0
67970929,1,0
33297027,0,1
91891451,1,0
100980103,1,0
81737560,0,1
95282724,0,1
2896803,1,0
93795847,1,0
105252311,1,0
120984738,1,0
16904852,1,0
45326629,0,1
112096568,1,0
59707417,1,0
126952456,1,0
94463546,1,0
42627362,0,1
107492800,1,0
49127751,0,1
125224153,1,0
109143344,1,0
175434182,1,0
102249898,1,0
123749587,0,1
33514057,0,1
46838129,1,0
80635762,1,0
91838136,0,1
111367521,1,0
101590477,0,1
94811746,1,0
105067911,1,0
115893551,0,1
104572412,1,0
79968012,1,0
40341935,0,1
23962277,0,1
115049745,1,0
92190389,0,1
82429730,1,0
32936507,1,0
25952834,1,0
93226561,1,0
77317960,1,0
157956799,1,0
115873085,0,1
108991908,0,1
117269795,1,1
147790608,1,0
26022508,0,1
93345394,1,0
25764458,1,0
47161643,0,1
110138741,1,0
50155803,0,1
111203655,1,0
109712749,0,1
77477753,1,0
85624562,1,0
41963880,1,0
87095001,0,1
116610330,0,1
111232331,1,0
63377450,0,1
31658510,1,0
119493872,1,0
41791886,1,1
619519,0,1
34976227,0,1
116086039,1,0
113775926,1,0
49866494,1,0
102122015,1,0
20890923,1,0
147135696,1,0
54855504,0,1
43734668,0,1
121901916,1,0
107582064,0,1
126010271,0,1
96956889,1,0
111084160,0,1
168095259,0,1
11035788,0,1
947240,1,0
53896977,1,0
83521746,0,1
91918678,0,1
115774155,1,0
182107895,1,0
88994173,0,1
33711666,0,1
125977522,1,0
138296334,1,0
128074643,1,0
2016301,1,0
93249978,0,1
623677,0,1
16311488,1,0
8270916,0,1
44517021,0,1
32945612,1,0
112534158,0,1
120992523,1,0
71340032,0,1
615499,0,1
23618860,1,0
87806334,0,1
83960135,1,0
132985770,0,1
95302,1,0
84648268,0,1
107475503,1,0
78651640,0,1
78131427,0,1
23754023,1,0
54384499,0,1
106893840,0,1
20465001,0,1
41002531,0,1
124015408,1,0
112124664,0,2
74702889,0,1
164956,1,0
78086393,1,0
30635404,1,0
112722663,1,0
46622375,0,1
126030822,0,1
83370141,0,1
116236939,0,1
144490,1,0
85578098,1,0
97382816,0,1
101905020,0,1
71118925,0,1
8717557,0,1
46569137,0,1
115901087,0,1
10781916,0,1
16471170,0,1
17016186,0,1
97739178,1,0
117109377,0,1
24261900,0,1
110191343,1,0
123425573,0,1
152706,1,0
94007578,0,1
135736469,1,0
44824123,1,0
99410301,0,1
118723462,0,1
34846342,0,1
12342314,0,1
119600054,1,0
94703922,1,0
32408950,0,1
68341896,1,0
91673069,1,0
83083368,1,0
137194673,1,0
97861960,1,0
73203907,0,1
91738600,1,0
107266756,0,1
59594543,1,0
113656421,1,0
20043157,0,1
121332637,0,1
87040408,0,1
107930310,1,0
98099570,0,1
103232139,1,0
162729247,0,1
32462147,0,1
16340052,0,1
100647246,1,0
98988370,0,1
104624777,1,0
19695003,1,0
124740568,0,1
79134733,1,0
113828466,0,1
105915114,0,1
115036768,1,0
23754198,0,1
68649173,0,1
6796452,0,1
2278628,1,0
63649549,0,1
111698529,1,0
82731043,0,1
24290722,1,0
121975703,1,0
117269038,1,1
81129478,0,1
45577825,0,1
63346449,0,1
111956597,0,1
69869808,0,1
50189853,0,1
34801399,0,1
130945832,1,0
113861152,0,1
116867614,1,0
103875293,1,0
142531731,1,0
142511248,1,0
23958943,1,0
154615235,0,1
118060017,1,0
91521423,0,1
123433895,1,0
101716716,1,0
103969586,1,0
145300905,0,1
42338190,0,1
38676294,0,1
50309110,0,1
136383787,0,1
110965654,1,0
6198610,0,1
143674780,0,1
37377846,0,1
11892133,0,1
152370176,0,1
139623750,1,0
83501551,1,0
24482915,1,0
115606524,0,1
832788,0,1
128561843,0,1
54478372,1,0
86876208,1,0
98185413,0,1
90480763,1,0
35551037,0,1
135146794,1,0
111354758,1,0
142044510,1,0
38975355,1,0
77853068,1,0
59094709,1,0
35288872,1,0
24945743,1,0
121520650,1,0
95121566,0,1
125108803,0,1
79008140,0,1
83526080,1,0
48408542,0,1
85934115,0,1
66868929,1,0
121156102,0,1
3323250,0,1
138468610,1,0
106857245,1,0
33477821,1,0
23745583,1,0
118264395,0,1
88612864,1,0
76497345,0,1
92397774,1,0
117989976,0,1
119501391,1,0
65115824,1,0
32261309,1,0
39720717,0,2
38283038,1,0
142167329,0,1
127177422,0,1
26965184,0,1
55940617,1,0
120713836,0,1
99020935,1,0
77259259,0,1
10585540,0,1
54818338,0,1
110957556,0,1
67522927,0,1
111105009,1,0
44312523,0,1
97128637,1,0
24060949,0,1
115250083,0,1
125395705,1,0
105563082,0,1
86339749,1,0
40191972,1,0
91222251,0,1
74310119,0,1
73159127,1,0
108585974,0,1
106779602,0,1
143383835,0,1
58865171,0,1
80879940,0,1
115786609,0,1
114406214,1,0
86241467,0,1
102110094,1,0
132870771,0,1
143498517,0,1
12768600,0,1
7067121,1,0
50976424,1,0
122184427,1,0
117674662,1,0
87478416,1,0
71819759,0,1
38946815,0,1
118645410,0,1
35088289,1,0
104829829,1,0
30082167,0,1
30142,0,1
135839142,0,1
124781262,1,0
66377268,0,1
9766231,0,1
78762355,1,0
25498694,1,0
116822832,0,1
79204735,0,1
80228609,0,1
117588683,1,0
35649492,0,1
38582146,1,0
129077857,0,1
96682002,0,1
147701023,0,1
109728601,0,1
50636498,0,1
67109335,0,1
116519720,0,1
90579135,0,1
96641054,1,0
101794765,1,0
10945913,1,0
48297730,1,0
105304997,1,0
100483097,1,0
3892690,1,0
86683840,0,1
87793864,0,1
107615132,1,0
95285333,0,1
60712549,0,1
112587593,1,0
130196031,1,0
64878115,1,0
132506085,0,1
95253420,1,0
115556583,1,0
115253465,1,0
43168917,0,1
58324336,1,0
95171493,1,0
113176756,0,1
112701627,1,0
22787926,1,0
37868626,1,0
60745099,0,1
142646935,1,0
63788503,0,1
98526147,0,1
136330813,0,1
110076077,1,0
116277448,1,0
68817458,0,1
100328401,1,0
127496629,1,0
83923757,0,1
98862026,1,0
117653810,1,0
102830099,0,1
101072948,0,1
31795152,0,1
79782646,0,1
106156138,1,0
117321923,1,0
75911879,0,1
11880180,0,1
76956372,0,1
96830337,0,1
66364849,0,1
107401260,0,1
44090603,1,0
143920859,0,1
83616436,1,0
56448271,1,0
115929277,0,1
72958478,1,0
154120056,0,1
12121839,1,0
32319413,1,0
44057849,1,0
110244040,1,0
33245092,0,1
122036516,1,0
33482650,0,1
47334586,0,1
118878588,0,1
54973737,0,1
56444205,1,0
112160990,0,1
31213486,0,1
129335746,1,0
77927129,0,1
76645101,1,0
121758015,0,1
119742813,1,0
104476741,1,0
109289475,0,1
2397861,0,1
83853945,1,0
40121580,0,1
9098754,0,1
5048004,1,0
97891164,1,0
172633280,1,0
75612683,1,0
90747876,0,1
111312942,0,1
36070570,1,0
126943516,1,0
38192340,1,0
43185153,1,0
64804168,0,1
8132328,1,0
95617830,1,0
122221022,0,1
47719503,1,0
110915595,1,0
80560725,0,1
114872384,1,0
44082233,1,0
102809787,0,1
16758372,1,0
99705709,0,1
114507854,0,1
9684494,1,0
33355618,0,1
83018348,0,1
120357260,0,1
106250487,1,0
113328226,0,2
92652326,1,0
122110435,1,0
98820937,1,0
57988574,1,0
10368564,0,1
113127443,1,0
30144357,1,0
107077840,0,1
31577939,1,0
55936481,1,0
104104065,0,1
57763268,1,0
101953701,0,1
45921290,1,0
80204415,1,0
119284134,0,1
123777499,1,0
23537626,1,0
26089267,1,0
70230672,1,0
113963018,1,0
128495978,1,0
100778178,1,0
66233649,1,0
38298763,0,1
28514167,0,1
129192311,1,0
82846262,0,1
126116163,1,0
1230554,0,1
117391407,1,0
118432222,0,1
9164377,0,1
120766945,1,0
110927951,0,1
121975187,0,1
112308331,1,0
122491287,1,0
100716763,1,0
102994175,0,1
30025492,0,1
49148978,1,0
85402568,0,1
95638354,0,1
110309492,0,1
72528570,0,1
55506341,0,1
86787038,0,1
110866536,0,1
22255520,0,1
88490930,0,1
54457803,1,0
66929927,1,0
81556001,1,0
12310085,0,1
11950007,0,1
37094708,0,1
113516993,0,1
11032494,1,0
104272191,0,1
78783416,0,1
149872612,0,1
65590500,0,1
117719051,0,1
46376406,1,0
28534446,1,0
114172369,0,1
117817382,0,1
161042106,0,1
117354968,0,1
111833475,0,1
56001661,0,1
125677648,0,1
57635905,1,0
82981852,1,0
40588633,0,1
108233031,1,0
132112618,0,1
115851729,0,1
125083715,0,1
113082762,0,1
122245232,1,0
78558101,0,1
134009020,1,0
72274701,0,1
110457297,1,0
10291160,0,1
105091338,0,1
137629566,0,2
2148202,1,0
107012399,0,1
85582422,1,0
84054611,1,0
85561933,1,0
80565145,1,0
113938847,1,0
92000814,1,0
40936742,1,0
139947787,1,0
110313932,1,0
118079574,0,1
25663207,0,1
112800219,0,1
131608763,1,0
64251045,0,1
97997477,0,1
92762868,1,0
111108588,0,1
11016158,1,0
37831990,1,0
91521548,0,1
86737491,1,0
124952587,1,0
75793407,0,1
133800071,0,1
107934190,0,1
100934020,0,1
110530839,1,0
50128254,0,1
22980315,1,0
125354238,1,0
42505472,1,0
11040547,1,0
102850989,1,0
120365216,1,0
86921890,0,1
163249719,0,1
84353674,0,1
126013453,1,0
85086850,0,1
123580620,1,0
103752122,0,1
86688434,0,1
42904,1,0
120709288,0,1
104591776,1,0
113906006,0,1
113971561,0,1
20182673,1,0
24692443,0,1
40555982,0,1
50222427,1,0
83333983,0,1
134442923,0,1
157396682,0,1
62780434,1,0
97722983,1,0
46781821,0,1
117285192,1,0
92320312,1,0
120438935,1,0
70517640,0,1
109388089,1,0
27657752,0,1
117866694,1,0
78513007,0,1
71013368,1,0
12101501,0,1
36992498,0,1
90739374,0,1
110956890,1,0
127262802,0,1
34526660,0,1
88134283,1,0
59724867,1,0
48948518,1,0
24270527,1,0
143822684,1,0
129126498,1,0
113086829,1,0
79291240,1,0
66995243,1,0
78381946,0,1
69276665,1,0
51918019,0,1
125939802,0,1
46220572,0,1
77067081,1,0
73716614,0,1
5519286,1,0
96109148,0,1
23058104,1,0
102523380,1,0
117313813,0,1
118034662,1,0
176516469,1,0
49124637,0,1
35358184,1,0
19703519,0,1
59110515,0,1
29402678,1,0
106462810,0,1
83152118,1,0
81624286,1,0
92507527,0,1
125267825,0,1
153157933,0,1
60767121,1,0
130617305,0,1
118329117,0,1
15313146,0,2
18606344,1,0
12097708,0,1
17127710,0,1
90467704,1,0
87194927,0,1
64646085,0,1
19757325,1,0
11503756,0,1
9754800,1,0
90561858,0,1
100294109,1,0
122580836,1,0
42560163,0,1
329774,0,1
123633520,1,0
71306350,0,1
57359172,1,0
126930848,1,0
41683533,0,1
81747176,0,1
66264011,0,1
145543319,1,0
17176890,0,1
27879830,1,0
49298099,0,1
41999043,1,0
96718217,1,0
122273543,0,1
74935353,1,0
71855111,1,0
67484746,1,0
104979982,1,0
66530214,1,0
121610089,0,1
44108537,1,0
131653504,1,0
8919249,0,1
109555421,1,0
16083113,1,0
162542062,0,1
101789297,1,0
79555805,1,0
87825759,0,1
26880509,0,1
88599854,0,1
23009588,1,0
116199041,1,0
135340128,1,0
138489907,0,1
111693534,0,1
109244155,0,1
13346994,0,1
125329154,1,0
133521290,1,0
34241163,0,1
114380373,0,1
79604794,1,0
39389919,0,1
108318450,0,1
92900622,1,0
67083126,0,1
8730636,1,0
105754306,1,0
61016876,0,1
100146537,1,0
180027946,0,1
117747606,0,1
110296577,1,0
39307983,0,1
25680158,0,1
19720629,1,0
105348830,1,0
132075333,0,1
44153405,1,0
117673886,1,0
123465668,1,0
105176795,1,0
142405853,0,1
88436196,1,0
121249688,0,1
113450599,1,0
1329328,0,1
102076082,0,1
59362081,0,1
118718395,1,0
78064653,0,1
142241995,1,0
5560551,1,0
120831883,0,1
32463190,0,1
28387594,0,1
34421430,0,1
201286467,1,0
110280238,0,1
119697310,1,0
92450111,1,0
70474995,1,0
71888008,1,0
128511848,0,1
11651184,1,0
119283677,1,0
46336513,0,1
53828598,1,1
22182289,0,1
125640638,1,0
76659797,0,1
157286821,0,1
153420258,0,1
44993129,0,1
102297296,1,0
115273235,1,0
69688554,1,0
102395605,1,0
103890661,0,1
102911732,0,1
14628869,0,1
125149097,1,0
21399963,0,1
26757447,0,1
36035268,0,1
70335699,0,1
123408318,1,0
44911178,1,0
62540626,1,0
113786401,1,0
58796909,0,1
122130346,0,1
44976734,0,1
127209319,1,0
9353340,1,0
79871031,0,1
117731324,1,0
31430951,1,0
83500035,1,0
116301333,0,1
67534075,1,0
46529477,1,0
79166902,1,0
30718166,0,1
129916605,0,1
164761809,0,1
84147207,1,0
116346856,0,1
157798511,1,0
80285120,1,0
48114643,1,0
8018280,0,1
104341280,1,0
144392578,1,0
473373,1,0
113700828,0,1
94936243,1,0
115408893,0,1
100076777,1,0
60783232,0,1
118521394,0,1
24504406,1,0
64088821,0,1
11176333,1,0
63474402,0,1
39848778,1,0
101351206,0,1
117992996,1,0
131079932,0,1
73989445,1,0
116326336,1,0
86723611,1,0
79547790,0,1
94522513,0,1
137675008,0,1
147747323,1,0
100142274,0,1
115535832,1,0
75877817,0,1
64318187,0,1
118709843,1,0
61614824,0,1
15382958,0,1
120381033,1,0
101674823,0,1
135205189,1,0
108662582,1,0
157909028,1,0
96042230,1,0
3987819,0,1
49961890,1,0
94383353,1,0
16664996,0,1
14047629,0,1
33450146,0,1
105185051,0,1
1091952,1,0
36244296,1,0
155590692,0,1
87506004,0,1
8985071,0,1
117419928,1,0
124538374,1,0
29751471,0,1
63089320,1,0
54225495,1,0
45087683,1,0
129445595,1,0
109514730,1,0
102268776,1,0
46767032,0,1
109240308,1,0
59550459,1,0
116866957,1,0
113528767,1,0
21080124,0,1
36682578,0,1
60287720,1,0
58317565,0,1
44997419,0,1
47569747,0,1
85204126,0,1
89074884,0,1
27330604,1,0
57068278,0,1
123662031,0,1
26785801,0,1
115179343,1,0
141644258,0,2
21092565,1,0
138097070,0,1
47168341,0,1
88943830,1,0
155209947,0,1
118603402,1,0
110661382,1,0
111468292,1,0
69643652,1,0
112041743,0,1
91659475,1,0
100330588,0,1
26294329,1,0
87149722,0,1
41151452,1,0
142508493,1,0
899515,1,0
159862833,0,1
78564629,1,0
92196034,0,1
41548740,1,0
35187622,0,1
108580793,0,1
124485288,1,0
51378891,1,0
133573,0,1
86404321,1,0
9935198,0,1
79191410,1,0
20723954,1,0
45927283,0,1
805340,1,0
45607780,0,1
105721754,1,0
12446055,0,1
49720109,0,1
133676587,0,1
8354208,0,1
51743434,1,0
183767828,0,1
104005585,1,0
118636283,1,0
146022750,0,1
12183890,1,0
76365153,0,1
33040406,0,1
63642169,0,1
101646333,0,1
93817967,1,0
109444989,0,1
24008855,1,0
111685459,1,0
72670639,0,1
92195973,1,0
6678937,0,1
91692171,0,1
61053532,0,1
114101452,0,1
997902,1,0
58415480,0,1
113110203,1,0
84438799,1,0
112028842,0,1
94400424,1,0
81477329,1,0
107031663,1,0
80817886,0,1
22965073,0,1
42895518,0,1
71294507,0,1
12995282,0,1
25525137,1,0
33340393,1,0
80580309,1,0
45910180,0,1
112520366,1,0
129121708,0,1
52500739,0,1
122441070,0,1
76848816,1,0
41494623,1,0
83926823,0,1
57514308,1,0
56011132,0,1
23374671,0,1
44333285,0,1
64584088,1,0
59263433,1,0
383552,1,0
94306260,0,1
7375419,1,0
110804177,0,1
126315978,0,1
105978911,1,0
55847194,1,0
115920060,1,1
81407628,1,0
88600350,0,1
73006592,1,0
112577771,0,1
45263085,0,1
33246116,0,1
133279150,1,0
116665492,0,1
87740251,0,1
19929940,1,0
155116378,1,0
115317939,1,0
104307782,0,1
125779214,0,1
103566430,1,0
109587706,1,0
172695603,0,1
47560877,0,1
62446016,0,1
101899373,0,1
62069042,1,0
41609465,1,0
104795320,1,0
116018275,0,1
116833404,0,1
115498088,1,0
91889655,0,1
44300333,0,1
86933438,0,1
10930743,0,1
35809457,0,1
117173352,0,1
117669271,1,0
59865348,1,0
39147726,1,0
122944972,1,0
100863138,0,1
107531466,0,1
67358369,0,1
121015701,0,1
128470272,1,0
105651429,0,1
109394985,1,0
123817421,0,1
106364135,0,1
91148250,1,0
115760211,1,0
19356561,1,0
116898895,0,1
91766721,0,1
86761362,1,0
83615296,0,1
40978636,1,0
168194246,0,1
79126134,1,0
119549411,0,1
97189647,1,0
98574118,1,0
125705657,1,0
102923498,0,1
16882632,1,0
116522040,1,0
12089970,0,1
17411013,1,0
51747288,1,0
54737292,1,0
94617459,1,0
17578974,0,1
12778010,1,0
78847575,0,1
19065799,0,1
130637093,0,1
117226513,0,1
79805998,0,1
5036707,0,1
93736807,1,0
6898,1,0
122498494,1,0
117542386,1,0
19270608,1,0
139326133,0,1
65059097,1,0
112688203,1,0
18139669,1,0
37144884,1,0
38189378,1,0
84463116,1,0
38689098,0,1
49089003,1,0
112721328,0,1
62441663,1,0
89062983,1,0
125312113,0,1
106671441,1,0
3816247,1,0
120388643,0,1
99864291,1,0
33491694,0,1
123132999,0,1
11025337,1,0
80142295,0,1
64800968,0,1
111791548,1,0
33773850,1,0
111050119,0,1
85741057,1,0
87277074,1,0
106245488,2,0
8985516,1,0
68304692,0,1
1510206,1,0
95018629,1,0
140968777,1,0
125111386,0,1
120458270,0,1
33307341,1,0
37722381,0,1
105434492,1,0
80068593,0,1
103013654,0,1
94465686,0,1
67321659,0,1
73523035,1,0
23632468,1,0
117955642,1,0
71909129,0,1
114945433,0,1
69025631,1,0
59603145,1,0
49625521,1,0
92286661,0,1
42281411,0,1
131038342,0,2
854855,1,1
8903629,1,0
136975200,1,0
39827732,0,1
122530822,1,0
9132999,1,1
43039197,1,0
128023795,0,1
125160487,0,1
20875884,1,0
100920663,0,1
35096911,1,0
119917692,1,0
120626281,1,0
102837626,0,1
28617448,0,1
78712812,0,1
101121369,1,0
12094428,0,1
91811357,0,1
91995671,0,1
40253705,0,1
12311499,1,0
66459783,0,1
146060230,0,1
98168493,0,1
113196488,0,1
45349321,1,0
3816263,1,0
28031701,0,1
71839542,1,0
198574249,0,1
33294974,0,1
70664115,1,0
134316934,1,0
111762734,0,1
85581457,0,1
53569723,0,1
117828745,0,1
85589653,0,1
102837677,0,1
66381945,1,0
38345158,2,0
54716621,1,0
36678077,0,1
158913259,0,1
75673364,1,0
24042233,0,1
78765866,1,0
56027383,0,1
34798007,1,0
100654681,1,0
10206003,0,1
12938094,0,1
80711523,1,0
120269957,1,0
81805135,1,0
107503068,0,1
20445826,1,0
6990802,0,1
38570484,1,0
113786226,1,0
46578042,1,0
128420890,1,0
114613611,0,1
188150005,0,1
57055397,1,0
32545340,1,0
158278305,1,1
87305978,1,0
38345094,1,0
107552187,0,1
116145471,0,1
67944415,0,1
102170051,0,1
107740599,1,1
124058809,1,0
88727190,1,0
65157181,1,0
97058345,1,0
56944770,1,0
2378690,1,0
81886982,0,1
79695663,0,1
106847662,1,0
44955996,1,0
135476199,0,1
58693769,1,0
132049961,1,0
124513427,1,1
41580931,1,0
97553961,0,1
58013839,1,0
16366343,1,0
117587197,1,0
98369059,1,0
31096283,1,0
129686459,0,1
106080848,0,1
33209849,1,0
31198681,1,0
107694702,0,1
111327911,1,0
94153114,1,0
30260677,0,1
19348780,0,1
37977678,0,1
59412359,0,1
127957933,0,1
47255262,0,1
81373386,0,1
769055,0,1
100116961,1,0
42651293,1,0
105388625,1,0
100215266,1,0
90577275,1,0
120199947,0,1
92613028,0,1
100870689,1,0
126856109,1,0
110598836,1,0
96225688,0,1
109341346,1,0
95463831,0,1
94001586,0,1
108956244,0,1
116619993,1,0
10235058,1,0
112384646,0,1
163972595,1,0
57913157,1,0
158934351,0,1
81746152,1,0
10636442,1,0
62209932,0,1
123505505,1,0
121596672,0,1
